ppm,magnitude_original,magnitude_denoised
-1.0213877130776529e-06,4.64872,1362.6501
-1.0212210919172812e-06,4.0117726,1440.4232
-1.0210544707569098e-06,4.139425,1361.3467
-1.020887849596538e-06,4.911562,1380.0381
-1.0207212284361664e-06,3.8217392,1380.5956
-1.020554607275795e-06,4.1937194,1359.8724
-1.0203879861154235e-06,4.7436438,1391.7422
-1.0202213649550519e-06,4.758562,1409.7006
-1.0200547437946804e-06,4.3705807,1412.6277
-1.0198881226343087e-06,4.3552785,1355.7422
-1.0197215014739373e-06,4.2531867,1344.7681
-1.0195548803135656e-06,3.9782803,1375.4553
-1.0193882591531942e-06,4.074277,1307.6775
-1.0192216379928227e-06,4.0006475,1357.16
-1.0190550168324508e-06,4.2043858,1370.9421
-1.0188883956720794e-06,4.140262,1383.7068
-1.018721774511708e-06,4.5824404,1395.5823
-1.0185551533513363e-06,4.0092707,1363.5614
-1.0183885321909648e-06,4.416302,1394.4568
-1.0182219110305932e-06,3.9031734,1388.6064
-1.0180552898702217e-06,4.3353066,1385.2814
-1.01788866870985e-06,4.71979,1395.099
-1.0177220475494786e-06,4.2483926,1359.8256
-1.0175554263891071e-06,4.3418703,1408.0901
-1.0173888052287355e-06,4.180403,1411.2328
-1.0172221840683638e-06,3.8545408,1292.9045
-1.0170555629079923e-06,4.1924157,1435.5936
-1.0168889417476207e-06,4.1711698,1405.59
-1.0167223205872492e-06,4.4943676,1392.2471
-1.0165556994268776e-06,4.376046,1412.7812
-1.0163890782665061e-06,4.0327735,1338.7374
-1.0162224571061344e-06,4.320247,1423.097
-1.016055835945763e-06,4.242499,1355.47
-1.0158892147853915e-06,4.274083,1337.8209
-1.0157225936250199e-06,4.1086135,1372.9503
-1.0155559724646484e-06,4.2974715,1338.0878
-1.0153893513042768e-06,4.7175555,1383.1959
-1.015222730143905e-06,4.0887394,1354.3723
-1.0150561089835336e-06,4.5231643,1356.1683
-1.014889487823162e-06,4.6301603,1356.944
-1.0147228666627905e-06,4.350099,1407.0049
-1.0145562455024188e-06,4.366412,1357.621
-1.0143896243420474e-06,3.8757546,1266.8301
-1.014223003181676e-06,4.1934214,1339.8181
-1.0140563820213043e-06,4.364212,1298.42
-1.0138897608609328e-06,4.7248054,1340.2355
-1.0137231397005612e-06,4.7094293,1380.4364
-1.0135565185401895e-06,4.51141,1337.7
-1.013389897379818e-06,4.6716175,1356.0281
-1.0132232762194464e-06,4.0111103,1319.7782
-1.013056655059075e-06,3.949713,1303.352
-1.0128900338987033e-06,3.9121327,1336.0734
-1.0127234127383318e-06,4.5795627,1381.6918
-1.0125567915779603e-06,4.5689154,1408.713
-1.0123901704175887e-06,4.001805,1323.0612
-1.0122235492572172e-06,4.1034994,1346.5216
-1.0120569280968456e-06,4.0925674,1340.3754
-1.0118903069364741e-06,4.2092166,1333.4001
-1.0117236857761024e-06,4.006008,1391.2727
-1.0115570646157308e-06,4.2177725,1324.639
-1.0113904434553593e-06,3.3991568,1303.8633
-1.0112238222949877e-06,4.5354977,1379.311
-1.0110572011346162e-06,4.0363216,1362.4155
-1.0108905799742448e-06,4.3387656,1330.4866
-1.010723958813873e-06,4.455811,1381.1146
-1.0105573376535016e-06,3.901552,1325.4163
-1.01039071649313e-06,4.2855864,1321.2788
-1.0102240953327585e-06,4.2036376,1318.1599
-1.0100574741723869e-06,3.7305624,1333.2521
-1.0098908530120152e-06,4.0877023,1321.5889
-1.0097242318516437e-06,3.8737414,1253.4999
-1.009557610691272e-06,3.8268893,1346.1504
-1.0093909895309006e-06,4.371826,1308.5106
-1.009224368370529e-06,4.483029,1280.1532
-1.0090577472101575e-06,3.9636607,1338.0461
-1.008891126049786e-06,4.18607,1281.456
-1.0087245048894144e-06,4.3836184,1334.38
-1.008557883729043e-06,3.8289225,1301.9509
-1.0083912625686713e-06,4.6106687,1352.7278
-1.0082246414082998e-06,3.9293165,1322.3044
-1.0080580202479281e-06,4.5927215,1311.5242
-1.0078913990875565e-06,4.8208003,1388.9192
-1.007724777927185e-06,4.2372584,1305.7208
-1.0075581567668134e-06,4.1586967,1322.1289
-1.007391535606442e-06,4.453386,1349.6102
-1.0072249144460704e-06,3.6295002,1304.1669
-1.0070582932856988e-06,4.3170953,1322.8049
-1.0068916721253273e-06,4.475488,1314.1705
-1.0067250509649557e-06,4.2213707,1344.5067
-1.0065584298045842e-06,4.2155657,1330.357
-1.0063918086442125e-06,4.7604084,1283.545
-1.0062251874838409e-06,4.303561,1339.1313
-1.0060585663234694e-06,4.2571917,1307.906
-1.0058919451630978e-06,4.206721,1324.5259
-1.0057253240027263e-06,4.10316,1269.178
-1.0055587028423549e-06,4.625526,1310.0565
-1.0053920816819832e-06,3.6296346,1310.7095
-1.0052254605216117e-06,4.257553,1308.7556
-1.00505883936124e-06,4.2027617,1341.3467
-1.0048922182008686e-06,3.6596313,1283.5726
-1.004725597040497e-06,3.7712839,1309.8883
-1.0045589758801255e-06,4.025912,1324.7264
-1.0043923547197538e-06,4.298165,1277.8966
-1.0042257335593822e-06,3.7878845,1322.9009
-1.0040591123990107e-06,3.8618772,1344.4246
-1.0038924912386393e-06,4.0984387,1312.0417
-1.0037258700782676e-06,4.51557,1349.501
-1.0035592489178961e-06,3.976029,1351.0004
-1.0033926277575245e-06,4.470338,1347.718
-1.003226006597153e-06,4.1657195,1366.9377
-1.0030593854367814e-06,4.0623226,1338.8552
-1.00289276427641e-06,4.3744373,1349.9033
-1.0027261431160384e-06,4.0968795,1376.131
-1.0025595219556666e-06,3.7172692,1347.8375
-1.0023929007952951e-06,4.001445,1329.1671
-1.0022262796349237e-06,4.2613316,1332.4008
-1.002059658474552e-06,4.529746,1398.7177
-1.0018930373141805e-06,3.857483,1313.1141
-1.0017264161538089e-06,3.9233303,1307.5968
-1.0015597949934374e-06,4.0983286,1342.319
-1.0013931738330658e-06,4.107865,1325.3777
-1.0012265526726943e-06,4.5173583,1381.7146
-1.0010599315123229e-06,4.426712,1283.4183
-1.0008933103519512e-06,3.3452818,1305.2438
-1.0007266891915795e-06,4.3795476,1314.3866
-1.000560068031208e-06,4.075968,1264.9231
-1.0003934468708364e-06,4.2525716,1323.8497
-1.000226825710465e-06,4.3951397,1300.1373
-1.0000602045500933e-06,4.4069953,1334.1322
-9.998935833897218e-07,4.0958242,1319.4766
-9.997269622293502e-07,3.9375322,1240.0833
-9.995603410689787e-07,4.3245144,1308.2261
-9.993937199086073e-07,3.8234975,1283.415
-9.992270987482356e-07,4.3559856,1324.789
-9.990604775878641e-07,4.276497,1313.8298
-9.988938564274925e-07,4.098066,1275.7667
-9.987272352671208e-07,5.036237,1361.388
-9.985606141067494e-07,3.8320045,1331.395
-9.983939929463777e-07,4.207237,1260.0614
-9.982273717860062e-07,3.9984818,1290.8962
-9.980607506256346e-07,3.7828555,1323.3185
-9.978941294652631e-07,3.9073238,1301.3683
-9.977275083048915e-07,4.3457994,1287.5135
-9.9756088714452e-07,3.872348,1301.6366
-9.973942659841485e-07,3.7314143,1295.333
-9.972276448237769e-07,3.8884294,1306.0583
-9.970610236634052e-07,4.2808785,1312.1567
-9.968944025030338e-07,4.233709,1339.3663
-9.96727781342662e-07,4.329656,1323.5494
-9.965611601822906e-07,3.7766857,1320.0164
-9.96394539021919e-07,4.3362627,1314.6764
-9.962279178615475e-07,4.02371,1300.5161
-9.960612967011759e-07,3.9656575,1347.0986
