X	Real	Imaginary
0	0.00000000042272	-0.00000000219923
0.00003184	-0.00024658127109	0.00029532824779
0.00006368	0.01210299984621	-0.01146483114705
0.00009552	0.03106065908149	-0.00706137594166
0.00012736	0.0078148933286	0.0269756965785
0.0001592	0.04374897203003	-0.02014726967928
0.00019104	-0.02205561455707	0.0850645887946
0.00022288	0.03132568774369	-0.05197544123563
0.00025472	-0.04414197975129	0.10909992878206
0.00028656	-0.01388850663516	-0.06118103435636
0.0003184	-0.00052900948781	0.0343028486247
0.00035024	-0.10174141474915	0.03718190441032
0.00038208	0.1241725092458	-0.18707794009798
0.00041392	-0.22249024241521	0.29589995898326
0.00044576	0.29450288341572	-0.53159436936148
0.0004776	-0.33468631670476	0.67658459354607
0.00050944	0.41230059155009	-0.89417691942017
0.00054128	-0.35881160284904	1.03528198009051
0.00057312	0.31354343224354	-1.1106460418418
0.00060496	-0.15144188048218	1.30739188168389
0.0006368	-19.9874391767674	15.4728184403043
0.00066864	-34.3836714625473	2.56153724857994
0.00070048	-32.0522054505541	-13.5541750640115
0.00073232	-26.1666474326002	-23.6177509977759
0.00076416	-13.0422708792059	-36.3086929505539
0.000796	5.58321731216528	-36.6301685914376
0.00082784	22.8850853951834	-30.4029957970012
0.00085968	32.215013057331	-17.3504940019785
0.00089152	36.4422667096346	-2.04021400145288
0.00092336	34.0778021726865	14.8593680577368
0.0009552	23.9076193702509	29.1518327537154
0.00098704	8.71721870588141	36.8397752855239
0.00101888	-8.64405679507361	36.9082770135701
0.00105072	-23.4055866688199	29.0117486951045
0.00108256	-33.0044577574497	16.5956245988353
0.0011144	-36.3857483796628	-1.89683563890875
0.00114624	-34.0926259166463	-18.5165082827479
0.00117808	-21.602206422577	-29.4257689010059
0.00120992	-5.64345282948904	-36.4043322686148
0.00124176	10.411459427956	-35.4136252975395
0.0012736	25.9409772128775	-26.5272088587192
0.00130544	34.1565562638588	-12.4733734174596
0.00133728	36.8764780426904	4.63956706606977
0.00136912	30.7888804011926	20.4341009187296
0.00140096	18.005618768895	32.0765454670688
0.0014328	2.37668547304541	37.6850867083839
0.00146464	-14.291144187083	33.911445531075
0.00149648	-27.857006732022	23.0782558087809
0.00152832	-35.9414045567529	9.05953094340001
0.00156016	-36.1736467434447	-6.77134740310691
0.001592	-29.5970917492377	-22.6637465139955
0.00162384	-16.0647289118377	-33.2889708501592
0.00165568	1.15471762560524	-37.3721871745697
0.00168752	16.9886343719971	-33.5021007124124
0.00171936	29.1530184739546	-20.7464858846595
0.0017512	36.2502961023826	-6.3331590722338
0.00178304	35.6016736702687	9.00529333730413
0.00181488	26.5929493739822	24.2920382850468
0.00184672	12.6206355851209	34.6084460734512
0.00187856	-4.63147248460457	36.2642447344508
0.0019104	-19.8349621220011	30.0556169952643
0.00194224	-30.2523255664	18.8656801928422
0.00197408	-36.3691084538062	4.02549192307732
0.00200592	-34.5273498708753	-12.5991613102435
0.00203776	-24.2610670222899	-27.0362246208325
0.0020696	-10.1748531343751	-34.4875890948554
0.00210144	6.65595841073573	-35.3551025712626
0.00213328	21.7410426433523	-28.279474721285
0.00216512	30.93369133546	-15.346937056824
0.00219696	36.6811628534499	0.16777312356428
0.0022288	31.5769420495421	15.369104483318
0.00226064	20.6497399042847	28.6529321262678
0.00229248	7.17102450847946	35.8074522607377
0.00232432	-9.78987382855893	34.6628575881425
0.00235616	-23.2756744433608	27.3115488058822
0.002388	-33.2397652966923	12.7133607200566
0.00241984	-34.0914370632644	-2.87378791833326
0.00245168	-29.8361958928845	-17.6216062140528
0.00248352	-19.265600137398	-29.1737810833597
0.00251536	-3.27100321591121	-34.0757452240207
0.0025472	11.3263731795053	-32.2455499512585
0.00257904	25.6016102824794	-23.6739998724945
0.00261088	34.0236200705592	-10.8356216628511
0.00264272	34.996389338336	5.0096260039559
0.00267456	27.7140059568889	21.2642629869238
