X	Real	Imaginary
224.96975349963364	0.00014707381673	-0.00015192798049
224.96021891860826	-0.00038799533622	-0.0002243157342
224.95068433758289	-0.00041553796853	0.00027853752725
224.94114975655751	-0.00012868785931	0.00018076801629
224.93161517553213	-0.00041654758001	0.00044490076547
224.92208059450675	0.00017064638728	0.00055953586575
224.91254601348137	0.00046684307275	0.00059082348966
224.903011432456	0.00123481325012	0.00026261164193
224.89347685143062	0.0014221174899	-0.00105559806679
224.88394227040524	0.00035276612708	-0.00207685660173
224.87440768937986	-0.00125574624962	-0.00156974760408
224.86487310835449	-0.00069156508406	-0.00017932426597
224.85533852732911	-0.0001921674156	-0.00085646861667
224.84580394630373	-0.00120662655719	-0.00138790710569
224.83626936527835	-0.00190782269954	-0.00023790128849
224.82673478425298	-0.00105156149581	0.00093597518136
224.8172002032276	0.00012614039647	0.00012657384984
224.80766562220222	-0.00085681061923	-0.00057554982193
224.79813104117682	-0.00133613546552	0.00034326159851
224.78859646015144	-0.0006866117094	0.00114986082787
224.77906187912606	0.00037189292991	0.00077926669879
224.76952729810068	0.00045701266621	0.00041649810159
224.75999271707531	0.00061510672247	-0.00032125229127
224.75045813604993	-0.00002845992229	-0.00033870840683
224.74092355502455	0.00006393348573	-0.00040279629794
224.73138897399917	0.00007126478432	-0.00037244161991
224.7218543929738	-0.00024329368577	-0.00065418126052
224.71231981194842	-0.00067118176819	-0.0001242435409
224.70278523092304	-0.0002545518645	-0.00010874620978
224.69325064989766	-0.00045663191972	0.00010534896921
224.68371606887229	-0.00027836229727	0.00078108982892
224.67418148784691	0.00115263773813	0.00084352524761
224.66464690682153	0.00128002105007	-0.00054434994057
224.65511232579615	0.00085553359206	-0.00057004650207
224.64557774477078	0.00158428520731	-0.000798373491
224.6360431637454	0.00161198682333	-0.00224697791335
224.62650858272002	0.00010157979028	-0.00345297277229
224.61697400169464	-0.00158364956849	-0.00280963020505
224.60743942066927	-0.00188972507627	-0.00194445366928
224.59790483964389	-0.00236473963682	-0.00110910701381
224.58837025861851	-0.00193483716319	-0.00065540120988
224.57883567759313	-0.00210156935961	-0.00016881260494
224.56930109656776	-0.00169245500999	-0.00015527717666
224.55976651554238	-0.00219719012063	0.00053555324425
224.550231934517	-0.00157116030318	0.00145365695438
224.54069735349162	-0.00037545267128	0.00109157879199
224.53116277246625	-0.00047592737555	0.00120201781578
224.52162819144087	0.00025201524599	0.00078888464108
224.51209361041549	0.00016828097064	0.00046434749347
224.50255902939011	0.00010838660033	0.00079460938247
224.49302444836474	0.00131307766987	0.00045092903938
224.48348986733936	0.00074642178478	-0.00039275491676
224.47395528631398	0.00143291640819	-0.00034726689859
224.4644207052886	0.00129469197655	-0.0021868444659
224.4548861242632	-0.00071263516731	-0.0023831259675
224.44535154323782	-0.00108931617246	-0.00134150453077
224.43581696221244	-0.00114638207176	-0.00102715680401
224.42628238118706	-0.00129521394803	-0.00086849929231
224.41674780016169	-0.00094145463286	-0.00014706575481
224.40721321913631	-0.00051316304733	-0.00132863694715
224.39767863811093	-0.00203888447972	-0.00099554531842
224.38814405708555	-0.00195582530371	-0.00021024168926
224.37860947606018	-0.0020291628739	0.00027823260565
224.3690748950348	-0.00169349883438	0.00094180485114
224.35954031400942	-0.00103905559914	0.00134851615019
224.35000573298404	-0.00039712628152	0.00063732296255
224.34047115195867	-0.00104680649148	0.00110000627776
224.33093657093329	0.00030354783088	0.0010769270415
224.32140198990791	-0.00019822277599	-0.00031723797827
224.31186740888253	-0.00137814024736	0.00069573253001
224.30233282785716	-0.00058841331819	0.00102904944851
224.29279824683178	-0.00078912859231	0.00149166666898
224.2832636658064	-0.00005758329386	0.00213706043451
224.27372908478102	0.0008678039637	0.00157251340091
224.26419450375565	0.00100422130031	0.00164169058432
224.25465992273027	0.00151462778146	0.00104825551548
224.24512534170489	0.00161641298836	0.00103694777505
224.23559076067951	0.00225718433788	0.00043664414484
224.22605617965414	0.00135161322257	-0.00031936541021
224.21652159862876	0.00173230650541	0.00095357368315
224.20698701760338	0.00353565204116	-0.0003676765316
224.197452436578	0.00191406659483	-0.00191116947257
224.18791785555263	0.00194169181007	-0.00098771333295
224.17838327452725	0.00250734843233	-0.00205223952112
224.16884869350187	0.0014610283873	-0.0031104438116
224.15931411247649	0.00049058031821	-0.00278109171617
224.14977953145112	-0.00012629483306	-0.00262890687825
224.14024495042574	-0.00031383021584	-0.00204163862651
224.13071036940036	-0.00034098405378	-0.00154740609677
224.12117578837496	0.00027493951899	-0.00153126219957
224.11164120734958	0.0003343056574	-0.00207637605633
224.1021066263242	-0.00000659239685	-0.00257966715846
224.09257204529882	-0.00080551119036	-0.00256436057147
224.08303746427345	-0.00098707696575	-0.00231014681263
224.07350288324807	-0.00192490777832	-0.00245522235738
224.06396830222269	-0.0026120134758	-0.00036822144826
224.05443372119731	-0.00033258375921	0.00021052114909
224.04489914017194	0.00012322751786	-0.0010344334569
224.03536455914656	-0.00018054073448	-0.00169671509709
224.02582997812118	-0.00060590802542	-0.00164885273563
